error_rate,key_length,mismatch,noise,stability,label
0.16666666666666666,54,9.0,0.027777777777777776,0.8333333333333334,0
0.3333333333333333,48,16.0,0.1111111111111111,0.6666666666666667,0
0.21568627450980393,51,11.0,0.0465205690119185,0.7843137254901961,0
0.2708333333333333,48,13.0,0.07335069444444443,0.7291666666666667,0
0.3333333333333333,48,16.0,0.1111111111111111,0.6666666666666667,0
0.3404255319148936,47,16.0,0.11588954277953825,0.6595744680851063,1
0.28888888888888886,45,12.999999999999998,0.08345679012345678,0.7111111111111111,0
0.32727272727272727,55,18.0,0.10710743801652893,0.6727272727272727,0
0.40816326530612246,49,20.0,0.16659725114535612,0.5918367346938775,1
0.42592592592592593,54,23.0,0.18141289437585734,0.5740740740740741,1
0.22727272727272727,44,10.0,0.051652892561983466,0.7727272727272727,0
0.43137254901960786,51,22.0,0.186082276047674,0.5686274509803921,1
0.42857142857142855,49,21.0,0.18367346938775508,0.5714285714285714,1
0.2653061224489796,49,13.0,0.07038733860891296,0.7346938775510203,0
0.2777777777777778,54,15.0,0.0771604938271605,0.7222222222222222,0
0.3541666666666667,48,17.0,0.1254340277777778,0.6458333333333333,1
0.43137254901960786,51,22.0,0.186082276047674,0.5686274509803921,1
0.35714285714285715,56,20.0,0.12755102040816327,0.6428571428571428,1
0.25,52,13.0,0.0625,0.75,0
0.20754716981132076,53,11.0,0.04307582769668922,0.7924528301886793,0
0.47058823529411764,51,24.0,0.22145328719723184,0.5294117647058824,1
0.25,56,14.0,0.0625,0.75,1
0.16666666666666666,48,8.0,0.027777777777777776,0.8333333333333334,0
0.19047619047619047,42,8.0,0.03628117913832199,0.8095238095238095,0
0.35555555555555557,45,16.0,0.12641975308641976,0.6444444444444444,1
0.24242424242424243,66,16.0,0.05876951331496787,0.7575757575757576,0
0.38596491228070173,57,22.0,0.1489689135118498,0.6140350877192983,1
0.17391304347826086,46,8.0,0.030245746691871453,0.8260869565217391,0
0.3333333333333333,57,19.0,0.1111111111111111,0.6666666666666667,0
0.3018867924528302,53,16.0,0.09113563545745816,0.6981132075471699,1
0.1864406779661017,59,11.0,0.03476012640045964,0.8135593220338984,0
0.24489795918367346,49,12.0,0.059975010412328195,0.7551020408163265,0
0.3404255319148936,47,16.0,0.11588954277953825,0.6595744680851063,1
0.2857142857142857,42,12.0,0.08163265306122448,0.7142857142857143,1
0.2033898305084746,59,12.0,0.041367423154266024,0.7966101694915254,0
0.2909090909090909,55,16.0,0.08462809917355371,0.7090909090909091,1
0.2553191489361702,47,11.999999999999998,0.06518786781349026,0.7446808510638299,0
0.27906976744186046,43,12.0,0.07787993510005409,0.7209302325581395,1
0.52,50,26.0,0.27040000000000003,0.48,1
0.22916666666666666,48,11.0,0.052517361111111105,0.7708333333333334,1
0.2826086956521739,46,12.999999999999998,0.07986767485822305,0.7173913043478262,0
0.421875,64,27.0,0.177978515625,0.578125,1
0.1509433962264151,53,8.0,0.02278390886436454,0.8490566037735849,0
0.23214285714285715,56,13.0,0.05389030612244898,0.7678571428571428,0
0.2619047619047619,42,11.0,0.06859410430839002,0.7380952380952381,1
0.3191489361702128,47,15.0,0.10185604345857856,0.6808510638297872,0
0.32,50,16.0,0.1024,0.6799999999999999,0
0.3,50,15.0,0.09,0.7,0
0.2909090909090909,55,16.0,0.08462809917355371,0.7090909090909091,0
0.3829787234042553,47,18.0,0.1466727025803531,0.6170212765957447,0
0.4,55,22.0,0.16000000000000003,0.6,1
0.3617021276595745,47,17.0,0.13082842915346313,0.6382978723404256,1
0.3018867924528302,53,16.0,0.09113563545745816,0.6981132075471699,0
0.4444444444444444,45,20.0,0.19753086419753085,0.5555555555555556,1
0.34545454545454546,55,19.0,0.11933884297520661,0.6545454545454545,1
0.3333333333333333,48,16.0,0.1111111111111111,0.6666666666666667,0
0.16,50,8.0,0.0256,0.84,0
0.43478260869565216,46,20.0,0.1890359168241966,0.5652173913043479,1
0.2,50,10.0,0.04000000000000001,0.8,0
0.22641509433962265,53,12.0,0.051263794944820223,0.7735849056603774,0
0.20408163265306123,49,10.0,0.04164931278633903,0.7959183673469388,0
0.25,48,12.0,0.0625,0.75,0
0.22413793103448276,58,13.0,0.05023781212841855,0.7758620689655172,0
0.28846153846153844,52,14.999999999999998,0.08321005917159761,0.7115384615384616,1
0.2830188679245283,53,15.0,0.08009967960128159,0.7169811320754718,0
0.39655172413793105,58,23.0,0.15725326991676578,0.603448275862069,1
0.3191489361702128,47,15.0,0.10185604345857856,0.6808510638297872,0
0.15384615384615385,52,8.0,0.02366863905325444,0.8461538461538461,0
0.34615384615384615,52,18.0,0.11982248520710058,0.6538461538461539,1
0.25,48,12.0,0.0625,0.75,0
0.13793103448275862,58,8.0,0.019024970273483946,0.8620689655172413,0
0.4230769230769231,52,22.0,0.17899408284023668,0.5769230769230769,1
0.22,50,11.0,0.0484,0.78,1
0.3409090909090909,44,14.999999999999998,0.1162190082644628,0.6590909090909092,1
0.3469387755102041,49,17.0,0.12036651395251978,0.653061224489796,1
0.25,48,12.0,0.0625,0.75,0
0.2857142857142857,49,14.0,0.08163265306122448,0.7142857142857143,0
0.4716981132075472,53,25.0,0.22249911000355999,0.5283018867924528,1
0.20408163265306123,49,10.0,0.04164931278633903,0.7959183673469388,0
0.36538461538461536,52,19.0,0.1335059171597633,0.6346153846153846,1
0.32653061224489793,49,15.999999999999998,0.10662224073302788,0.6734693877551021,0
0.3617021276595745,47,17.0,0.13082842915346313,0.6382978723404256,1
0.24444444444444444,45,11.0,0.05975308641975308,0.7555555555555555,0
0.23529411764705882,51,12.0,0.05536332179930796,0.7647058823529411,1
0.3958333333333333,48,19.0,0.15668402777777776,0.6041666666666667,1
0.3902439024390244,41,16.0,0.1522903033908388,0.6097560975609756,1
0.4782608695652174,46,22.0,0.2287334593572779,0.5217391304347826,1
0.41304347826086957,46,19.0,0.17060491493383742,0.5869565217391304,0
0.46511627906976744,43,20.0,0.21633315305570577,0.5348837209302326,1
0.2222222222222222,45,10.0,0.04938271604938271,0.7777777777777778,0
0.20833333333333334,48,10.0,0.04340277777777778,0.7916666666666666,0
0.2549019607843137,51,13.0,0.0649750096116878,0.7450980392156863,0
0.4090909090909091,44,18.0,0.16735537190082647,0.5909090909090908,1
0.41304347826086957,46,19.0,0.17060491493383742,0.5869565217391304,1
0.28846153846153844,52,14.999999999999998,0.08321005917159761,0.7115384615384616,0
0.2692307692307692,52,14.0,0.07248520710059171,0.7307692307692308,0
0.32,50,16.0,0.1024,0.6799999999999999,0
0.48,50,24.0,0.2304,0.52,1
0.35714285714285715,56,20.0,0.12755102040816327,0.6428571428571428,1
0.46808510638297873,47,22.0,0.21910366681756452,0.5319148936170213,1
0.32653061224489793,49,15.999999999999998,0.10662224073302788,0.6734693877551021,0
0.18181818181818182,44,8.0,0.03305785123966942,0.8181818181818181,0
0.5333333333333333,45,24.0,0.28444444444444444,0.4666666666666667,1
0.17857142857142858,56,10.0,0.03188775510204082,0.8214285714285714,0
0.14285714285714285,42,6.0,0.02040816326530612,0.8571428571428572,0
0.3902439024390244,41,16.0,0.1522903033908388,0.6097560975609756,0
0.4090909090909091,44,18.0,0.16735537190082647,0.5909090909090908,1
0.4,50,20.0,0.16000000000000003,0.6,1
0.3404255319148936,47,16.0,0.11588954277953825,0.6595744680851063,0
0.37777777777777777,45,17.0,0.14271604938271604,0.6222222222222222,1
0.1568627450980392,51,8.0,0.024605920799692427,0.8431372549019608,1
0.46,50,23.0,0.2116,0.54,1
0.21666666666666667,60,13.0,0.04694444444444445,0.7833333333333333,0
0.2608695652173913,46,12.0,0.06805293005671077,0.7391304347826086,1
0.2553191489361702,47,11.999999999999998,0.06518786781349026,0.7446808510638299,0
0.20930232558139536,43,9.0,0.043807463493780424,0.7906976744186046,0
0.4423076923076923,52,23.0,0.1956360946745562,0.5576923076923077,1
0.45098039215686275,51,23.0,0.20338331410995772,0.5490196078431373,1
0.3953488372093023,43,17.0,0.1563007030827474,0.6046511627906976,0
0.36666666666666664,60,22.0,0.13444444444444442,0.6333333333333333,1
0.1568627450980392,51,8.0,0.024605920799692427,0.8431372549019608,0
0.1346153846153846,52,7.0,0.018121301775147928,0.8653846153846154,0
0.35294117647058826,51,18.0,0.12456747404844293,0.6470588235294117,1
0.20408163265306123,49,10.0,0.04164931278633903,0.7959183673469388,0
0.39622641509433965,53,21.0,0.15699537201851194,0.6037735849056604,1
0.24,50,12.0,0.0576,0.76,0
0.2978723404255319,47,14.0,0.08872793119058396,0.7021276595744681,0
0.30612244897959184,49,15.0,0.0937109537692628,0.6938775510204082,1
0.17307692307692307,52,9.0,0.029955621301775145,0.8269230769230769,0
0.38181818181818183,55,21.0,0.14578512396694215,0.6181818181818182,1
0.4444444444444444,63,28.0,0.19753086419753085,0.5555555555555556,1
0.23529411764705882,51,12.0,0.05536332179930796,0.7647058823529411,1
0.46808510638297873,47,22.0,0.21910366681756452,0.5319148936170213,1
0.2857142857142857,49,14.0,0.08163265306122448,0.7142857142857143,0
0.3148148148148148,54,17.0,0.09910836762688616,0.6851851851851851,0
0.4423076923076923,52,23.0,0.1956360946745562,0.5576923076923077,1
0.25,48,12.0,0.0625,0.75,0
0.38,50,19.0,0.1444,0.62,1
0.3333333333333333,42,14.0,0.1111111111111111,0.6666666666666667,1
0.24,50,12.0,0.0576,0.76,0
0.36585365853658536,41,15.0,0.1338488994646044,0.6341463414634146,0
0.43333333333333335,60,26.0,0.1877777777777778,0.5666666666666667,0
0.5,56,28.0,0.25,0.5,1
0.19148936170212766,47,9.0,0.03666817564508827,0.8085106382978724,0
0.38461538461538464,52,20.0,0.14792899408284024,0.6153846153846154,1
0.3181818181818182,44,14.0,0.1012396694214876,0.6818181818181819,0
0.30952380952380953,42,13.0,0.09580498866213152,0.6904761904761905,1
0.41304347826086957,46,19.0,0.17060491493383742,0.5869565217391304,1
0.42,50,21.0,0.17639999999999997,0.5800000000000001,1
0.23529411764705882,51,12.0,0.05536332179930796,0.7647058823529411,0
0.36538461538461536,52,19.0,0.1335059171597633,0.6346153846153846,1
0.2916666666666667,48,14.0,0.08506944444444446,0.7083333333333333,0
0.4426229508196721,61,27.0,0.19591507659231389,0.5573770491803278,1
0.23529411764705882,51,12.0,0.05536332179930796,0.7647058823529411,0
0.47619047619047616,42,20.0,0.22675736961451246,0.5238095238095238,1
0.4230769230769231,52,22.0,0.17899408284023668,0.5769230769230769,1
0.3018867924528302,53,16.0,0.09113563545745816,0.6981132075471699,0
0.25,52,13.0,0.0625,0.75,0
0.1836734693877551,49,9.0,0.03373594335693461,0.8163265306122449,0
0.3269230769230769,52,17.0,0.10687869822485208,0.6730769230769231,1
0.21568627450980393,51,11.0,0.0465205690119185,0.7843137254901961,0
0.36538461538461536,52,19.0,0.1335059171597633,0.6346153846153846,1
0.22413793103448276,58,13.0,0.05023781212841855,0.7758620689655172,1
0.28888888888888886,45,12.999999999999998,0.08345679012345678,0.7111111111111111,0
